Area;Perimeter;MajorAxisLength;MinorAxisLength;AspectRation;Eccentricity;ConvexArea;EquivDiameter;Extent;Solidity;roundness;Compactness;ShapeFactor1;ShapeFactor2;ShapeFactor3;ShapeFactor4;Class
73229,00;1034,34;409,82;229,52;1,79;0,83;74364,00;305,35;0,75;0,98;0,86;0,75;0,01;0,00;0,56;0,99;CALI
73236,00;1060,55;409,78;231,12;1,77;0,83;74642,00;305,36;0,72;0,98;0,82;0,75;0,01;0,00;0,56;0,98;CALI
73240,00;1042,36;404,77;232,41;1,74;0,82;74073,00;305,37;0,71;0,99;0,85;0,75;0,01;0,00;0,57;0,99;CALI
73257,00;1057,41;401,84;236,70;1,70;0,81;75593,00;305,41;0,74;0,97;0,82;0,76;0,01;0,00;0,58;0,98;CALI
73257,00;1055,45;415,30;227,11;1,83;0,84;74835,00;305,41;0,78;0,98;0,83;0,74;0,01;0,00;0,54;0,99;CALI
73276,00;1056,91;406,27;232,13;1,75;0,82;74290,00;305,45;0,70;0,99;0,82;0,75;0,01;0,00;0,57;0,99;CALI
73281,00;1031,65;395,55;238,02;1,66;0,80;74217,00;305,46;0,81;0,99;0,87;0,77;0,01;0,00;0,60;0,99;CALI
73299,00;1042,62;408,65;229,43;1,78;0,83;73978,00;305,49;0,72;0,99;0,85;0,75;0,01;0,00;0,56;1,00;CALI
73304,00;1022,44;391,46;240,10;1,63;0,79;73984,00;305,51;0,82;0,99;0,88;0,78;0,01;0,00;0,61;0,99;CALI
73343,00;1057,08;405,79;232,14;1,75;0,82;74096,00;305,59;0,81;0,99;0,82;0,75;0,01;0,00;0,57;0,99;CALI
73343,00;1038,02;400,96;233,84;1,71;0,81;73970,00;305,59;0,80;0,99;0,86;0,76;0,01;0,00;0,58;1,00;CALI
73346,00;1040,58;378,65;251,09;1,51;0,75;75533,00;305,59;0,71;0,97;0,85;0,81;0,01;0,00;0,65;0,98;CALI
73364,00;1041,37;401,59;235,54;1,70;0,81;74655,00;305,63;0,70;0,98;0,85;0,76;0,01;0,00;0,58;0,99;CALI
73365,00;1026,96;395,96;238,40;1,66;0,80;74691,00;305,63;0,76;0,98;0,87;0,77;0,01;0,00;0,60;0,99;CALI
73398,00;1037,52;409,94;229,45;1,79;0,83;74232,00;305,70;0,81;0,99;0,86;0,75;0,01;0,00;0,56;0,99;CALI
73404,00;1071,43;418,41;226,89;1,84;0,84;74942,00;305,71;0,77;0,98;0,80;0,73;0,01;0,00;0,53;0,98;CALI
73410,00;1030,24;400,00;234,49;1,71;0,81;74089,00;305,73;0,81;0,99;0,87;0,76;0,01;0,00;0,58;1,00;CALI
73422,00;1057,58;415,71;226,24;1,84;0,84;74671,00;305,75;0,74;0,98;0,82;0,74;0,01;0,00;0,54;0,99;CALI
73425,00;1034,66;404,74;231,93;1,75;0,82;74120,00;305,76;0,75;0,99;0,86;0,76;0,01;0,00;0,57;1,00;CALI
73431,00;1036,85;387,17;243,14;1,59;0,78;74546,00;305,77;0,70;0,99;0,86;0,79;0,01;0,00;0,62;0,99;CALI
73445,00;1040,32;411,95;228,41;1,80;0,83;74112,00;305,80;0,74;0,99;0,85;0,74;0,01;0,00;0,55;0,99;CALI
73480,00;1069,28;413,78;230,20;1,80;0,83;75618,00;305,87;0,77;0,97;0,81;0,74;0,01;0,00;0,55;0,98;CALI
73485,00;1035,48;394,07;239,92;1,64;0,79;74898,00;305,88;0,79;0,98;0,86;0,78;0,01;0,00;0,60;0,99;CALI
73494,00;1035,96;398,38;237,26;1,68;0,80;74785,00;305,90;0,79;0,98;0,86;0,77;0,01;0,00;0,59;0,99;CALI
73497,00;1024,66;389,14;242,60;1,60;0,78;74507,00;305,91;0,76;0,99;0,88;0,79;0,01;0,00;0,62;0,99;CALI
73503,00;1019,71;390,01;241,59;1,61;0,79;74243,00;305,92;0,73;0,99;0,89;0,78;0,01;0,00;0,62;0,99;CALI
73528,00;1066,56;420,32;223,08;1,88;0,85;74286,00;305,97;0,80;0,99;0,81;0,73;0,01;0,00;0,53;1,00;CALI
73539,00;1027,30;396,77;238,23;1,67;0,80;74630,00;305,99;0,79;0,99;0,88;0,77;0,01;0,00;0,59;0,99;CALI
73550,00;1024,47;397,51;237,35;1,67;0,80;74442,00;306,02;0,81;0,99;0,88;0,77;0,01;0,00;0,59;0,99;CALI
73552,00;1036,07;399,44;235,29;1,70;0,81;74109,00;306,02;0,75;0,99;0,86;0,77;0,01;0,00;0,59;1,00;CALI
73591,00;1051,28;412,85;228,22;1,81;0,83;74305,00;306,10;0,73;0,99;0,84;0,74;0,01;0,00;0,55;0,99;CALI
73599,00;1027,39;404,77;233,60;1,73;0,82;74263,00;306,12;0,79;0,99;0,88;0,76;0,01;0,00;0,57;0,99;CALI
73626,00;1048,28;408,09;231,23;1,76;0,82;74508,00;306,18;0,70;0,99;0,84;0,75;0,01;0,00;0,56;0,99;CALI
73629,00;1057,38;405,43;234,53;1,73;0,82;75311,00;306,18;0,69;0,98;0,83;0,76;0,01;0,00;0,57;0,99;CALI
73636,00;1045,21;412,04;230,18;1,79;0,83;74832,00;306,20;0,76;0,98;0,85;0,74;0,01;0,00;0,55;0,99;CALI
73650,00;1047,80;416,04;226,13;1,84;0,84;74346,00;306,23;0,82;0,99;0,84;0,74;0,01;0,00;0,54;1,00;CALI
73658,00;1040,73;405,86;234,03;1,73;0,82;75124,00;306,24;0,68;0,98;0,85;0,75;0,01;0,00;0,57;0,99;CALI
73688,00;1059,47;415,65;228,31;1,82;0,84;75227,00;306,30;0,72;0,98;0,82;0,74;0,01;0,00;0,54;0,99;CALI
73711,00;1037,43;410,80;230,56;1,78;0,83;75070,00;306,35;0,79;0,98;0,86;0,75;0,01;0,00;0,56;0,99;CALI
73720,00;1050,73;397,39;237,51;1,67;0,80;74893,00;306,37;0,78;0,98;0,84;0,77;0,01;0,00;0,59;0,99;CALI
73769,00;1047,57;399,92;236,16;1,69;0,81;74575,00;306,47;0,80;0,99;0,84;0,77;0,01;0,00;0,59;0,99;CALI
73777,00;1027,68;389,14;243,14;1,60;0,78;74836,00;306,49;0,74;0,99;0,88;0,79;0,01;0,00;0,62;0,99;CALI
73780,00;1047,99;404,17;234,46;1,72;0,81;74526,00;306,50;0,80;0,99;0,84;0,76;0,01;0,00;0,58;0,99;CALI
73789,00;1033,59;402,76;234,88;1,71;0,81;74581,00;306,51;0,81;0,99;0,87;0,76;0,01;0,00;0,58;0,99;CALI
73841,00;1029,37;379,94;249,01;1,53;0,76;74832,00;306,62;0,79;0,99;0,88;0,81;0,01;0,00;0,65;0,99;CALI
73846,00;1040,72;403,91;235,08;1,72;0,81;74693,00;306,63;0,80;0,99;0,86;0,76;0,01;0,00;0,58;0,99;CALI
73849,00;1042,95;400,02;238,03;1,68;0,80;75202,00;306,64;0,76;0,98;0,85;0,77;0,01;0,00;0,59;0,99;CALI
73874,00;1035,48;403,29;234,61;1,72;0,81;74671,00;306,69;0,78;0,99;0,87;0,76;0,01;0,00;0,58;0,99;CALI
73878,00;1042,00;398,49;240,61;1,66;0,80;75978,00;306,70;0,75;0,97;0,86;0,77;0,01;0,00;0,59;0,98;CALI
73884,00;1092,59;433,08;220,14;1,97;0,86;75689,00;306,71;0,63;0,98;0,78;0,71;0,01;0,00;0,50;0,99;CALI
73932,00;1026,43;397,83;239,20;1,66;0,80;75124,00;306,81;0,81;0,98;0,88;0,77;0,01;0,00;0,59;0,99;CALI
73935,00;1048,39;397,44;239,35;1,66;0,80;75255,00;306,82;0,75;0,98;0,85;0,77;0,01;0,00;0,60;0,99;CALI
73969,00;1050,21;417,00;227,82;1,83;0,84;74638,00;306,89;0,81;0,99;0,84;0,74;0,01;0,00;0,54;0,99;CALI
73973,00;1054,15;401,15;236,88;1,69;0,81;74875,00;306,90;0,72;0,99;0,84;0,77;0,01;0,00;0,59;0,99;CALI
73978,00;1073,69;410,00;234,57;1,75;0,82;76322,00;306,91;0,70;0,97;0,81;0,75;0,01;0,00;0,56;0,98;CALI
74034,00;1042,28;406,23;235,38;1,73;0,82;75688,00;307,02;0,79;0,98;0,86;0,76;0,01;0,00;0,57;0,99;CALI
74044,00;1048,43;388,73;244,22;1,59;0,78;74909,00;307,04;0,75;0,99;0,85;0,79;0,01;0,00;0,62;0,99;CALI
74051,00;1073,00;411,87;232,97;1,77;0,82;76140,00;307,06;0,74;0,97;0,81;0,75;0,01;0,00;0,56;0,98;CALI
74056,00;1043,27;397,64;238,83;1,66;0,80;74857,00;307,07;0,81;0,99;0,86;0,77;0,01;0,00;0,60;0,99;CALI
74071,00;1049,94;415,01;229,29;1,81;0,83;74997,00;307,10;0,78;0,99;0,84;0,74;0,01;0,00;0,55;0,99;CALI
74095,00;1056,30;423,57;225,37;1,88;0,85;75501,00;307,15;0,75;0,98;0,83;0,73;0,01;0,00;0,53;0,99;CALI
74142,00;1067,78;425,34;223,10;1,91;0,85;74872,00;307,25;0,81;0,99;0,82;0,72;0,01;0,00;0,52;0,99;CALI
74154,00;1054,80;413,19;230,66;1,79;0,83;75125,00;307,27;0,76;0,99;0,84;0,74;0,01;0,00;0,55;0,99;CALI
74165,00;1040,81;403,87;236,12;1,71;0,81;75326,00;307,29;0,78;0,98;0,86;0,76;0,01;0,00;0,58;0,99;CALI
74187,00;1036,10;398,64;239,03;1,67;0,80;75002,00;307,34;0,79;0,99;0,87;0,77;0,01;0,00;0,59;0,99;CALI
74193,00;1077,86;420,93;228,19;1,84;0,84;76427,00;307,35;0,76;0,97;0,80;0,73;0,01;0,00;0,53;0,98;CALI
74202,00;1047,00;403,31;236,38;1,71;0,81;75363,00;307,37;0,81;0,98;0,85;0,76;0,01;0,00;0,58;0,99;CALI
74211,00;1045,06;414,25;229,72;1,80;0,83;74880,00;307,39;0,77;0,99;0,85;0,74;0,01;0,00;0,55;0,99;CALI
74215,00;1058,81;404,45;236,07;1,71;0,81;75634,00;307,40;0,67;0,98;0,83;0,76;0,01;0,00;0,58;0,99;CALI
74223,00;1095,37;432,64;219,87;1,97;0,86;75177,00;307,41;0,78;0,99;0,78;0,71;0,01;0,00;0,50;0,99;CALI
74232,00;1046,30;408,22;236,71;1,72;0,81;76425,00;307,43;0,78;0,97;0,85;0,75;0,01;0,00;0,57;0,98;CALI
74267,00;1049,27;408,79;232,77;1,76;0,82;75168,00;307,51;0,74;0,99;0,85;0,75;0,01;0,00;0,57;0,99;CALI
74298,00;1052,20;420,43;227,36;1,85;0,84;75430,00;307,57;0,80;0,98;0,84;0,73;0,01;0,00;0,54;0,99;CALI
74299,00;1058,84;422,57;225,54;1,87;0,85;75018,00;307,57;0,79;0,99;0,83;0,73;0,01;0,00;0,53;0,99;CALI
74307,00;1047,19;406,35;236,29;1,72;0,81;75534,00;307,59;0,76;0,98;0,85;0,76;0,01;0,00;0,57;0,99;CALI
74312,00;1025,21;390,62;243,81;1,60;0,78;75060,00;307,60;0,81;0,99;0,89;0,79;0,01;0,00;0,62;0,99;CALI
74322,00;1055,50;398,89;239,44;1,67;0,80;75366,00;307,62;0,69;0,99;0,84;0,77;0,01;0,00;0,59;0,99;CALI
74328,00;1039,66;407,78;234,37;1,74;0,82;75626,00;307,63;0,77;0,98;0,86;0,75;0,01;0,00;0,57;0,99;CALI
74336,00;1061,33;418,15;227,54;1,84;0,84;75175,00;307,65;0,71;0,99;0,83;0,74;0,01;0,00;0,54;0,99;CALI
74336,00;1054,45;406,73;235,64;1,73;0,82;75627,00;307,65;0,73;0,98;0,84;0,76;0,01;0,00;0,57;0,99;CALI
74353,00;1058,79;413,92;231,10;1,79;0,83;75245,00;307,68;0,75;0,99;0,83;0,74;0,01;0,00;0,55;0,99;CALI
74362,00;1039,58;400,41;237,34;1,69;0,81;74937,00;307,70;0,79;0,99;0,86;0,77;0,01;0,00;0,59;1,00;CALI
74363,00;1060,38;406,05;234,64;1,73;0,82;75179,00;307,70;0,80;0,99;0,83;0,76;0,01;0,00;0,57;0,99;CALI
74367,00;1051,93;413,34;231,11;1,79;0,83;75062,00;307,71;0,74;0,99;0,84;0,74;0,01;0,00;0,55;0,99;CALI
74371,00;1050,27;411,70;232,09;1,77;0,83;75563,00;307,72;0,79;0,98;0,85;0,75;0,01;0,00;0,56;0,99;CALI
74382,00;1073,26;413,32;230,48;1,79;0,83;75387,00;307,74;0,79;0,99;0,81;0,74;0,01;0,00;0,55;0,99;CALI
74385,00;1073,86;414,73;232,46;1,78;0,83;76137,00;307,75;0,71;0,98;0,81;0,74;0,01;0,00;0,55;0,98;CALI
74393,00;1079,37;421,11;227,27;1,85;0,84;75487,00;307,77;0,69;0,99;0,80;0,73;0,01;0,00;0,53;0,99;CALI
74399,00;1070,16;409,67;235,07;1,74;0,82;76275,00;307,78;0,77;0,98;0,82;0,75;0,01;0,00;0,56;0,98;CALI
74400,00;1060,02;393,91;241,13;1,63;0,79;75179,00;307,78;0,69;0,99;0,83;0,78;0,01;0,00;0,61;1,00;CALI
74445,00;1041,67;399,27;239,45;1,67;0,80;75261,00;307,87;0,82;0,99;0,86;0,77;0,01;0,00;0,59;0,99;CALI
74460,00;1044,18;407,44;234,85;1,73;0,82;75603,00;307,90;0,79;0,98;0,86;0,76;0,01;0,00;0,57;0,99;CALI
74463,00;1056,40;410,42;232,77;1,76;0,82;75258,00;307,91;0,81;0,99;0,84;0,75;0,01;0,00;0,56;0,99;CALI
74466,00;1030,98;399,08;239,70;1,66;0,80;75530,00;307,92;0,79;0,99;0,88;0,77;0,01;0,00;0,60;0,99;CALI
74469,00;1028,50;373,90;256,99;1,45;0,73;76127,00;307,92;0,77;0,98;0,88;0,82;0,01;0,00;0,68;0,99;CALI
74477,00;1079,63;418,15;230,77;1,81;0,83;76573,00;307,94;0,77;0,97;0,80;0,74;0,01;0,00;0,54;0,98;CALI
74521,00;1037,10;405,07;236,45;1,71;0,81;75533,00;308,03;0,78;0,99;0,87;0,76;0,01;0,00;0,58;0,99;CALI
74528,00;1053,99;418,46;228,97;1,83;0,84;75854,00;308,05;0,79;0,98;0,84;0,74;0,01;0,00;0,54;0,99;CALI
74532,00;1061,24;403,35;236,90;1,70;0,81;75724,00;308,05;0,71;0,98;0,83;0,76;0,01;0,00;0,58;0,99;CALI
74540,00;1031,42;391,06;244,14;1,60;0,78;75112,00;308,07;0,80;0,99;0,88;0,79;0,01;0,00;0,62;0,99;CALI
74547,00;1070,42;419,08;229,38;1,83;0,84;75913,00;308,08;0,73;0,98;0,82;0,74;0,01;0,00;0,54;0,99;CALI
74566,00;1044,03;402,49;238,38;1,69;0,81;75681,00;308,12;0,80;0,99;0,86;0,77;0,01;0,00;0,59;0,99;CALI
74590,00;1060,78;410,78;233,04;1,76;0,82;75598,00;308,17;0,78;0,99;0,83;0,75;0,01;0,00;0,56;0,99;CALI
74591,00;1081,15;407,15;236,79;1,72;0,81;76122,00;308,18;0,76;0,98;0,80;0,76;0,01;0,00;0,57;0,99;CALI
74604,00;1089,46;421,21;229,65;1,83;0,84;77074,00;308,20;0,64;0,97;0,79;0,73;0,01;0,00;0,54;0,98;CALI
74623,00;1049,89;404,92;236,88;1,71;0,81;75557,00;308,24;0,77;0,99;0,85;0,76;0,01;0,00;0,58;0,99;CALI
74636,00;1040,83;404,57;235,76;1,72;0,81;75184,00;308,27;0,79;0,99;0,87;0,76;0,01;0,00;0,58;1,00;CALI
74640,00;1056,19;407,16;235,09;1,73;0,82;75626,00;308,28;0,81;0,99;0,84;0,76;0,01;0,00;0,57;0,99;CALI
74641,00;1042,51;405,22;236,60;1,71;0,81;75839,00;308,28;0,80;0,98;0,86;0,76;0,01;0,00;0,58;0,99;CALI
74642,00;1080,32;417,33;233,58;1,79;0,83;77403,00;308,28;0,74;0,96;0,80;0,74;0,01;0,00;0,55;0,97;CALI
74667,00;1050,31;405,44;236,86;1,71;0,81;76093,00;308,33;0,68;0,98;0,85;0,76;0,01;0,00;0,58;0,99;CALI
74674,00;1078,14;426,55;224,10;1,90;0,85;75550,00;308,35;0,80;0,99;0,81;0,72;0,01;0,00;0,52;0,99;CALI
74684,00;1046,99;398,94;240,11;1,66;0,80;75767,00;308,37;0,80;0,99;0,86;0,77;0,01;0,00;0,60;0,99;CALI
74699,00;1078,74;414,66;231,26;1,79;0,83;76482,00;308,40;0,78;0,98;0,81;0,74;0,01;0,00;0,55;0,99;CALI
74701,00;1063,25;407,65;234,72;1,74;0,82;75490,00;308,40;0,71;0,99;0,83;0,76;0,01;0,00;0,57;0,99;CALI
74722,00;1065,27;410,82;234,15;1,75;0,82;76147,00;308,45;0,77;0,98;0,83;0,75;0,01;0,00;0,56;0,99;CALI
74724,00;1061,19;404,24;238,76;1,69;0,81;76531,00;308,45;0,80;0,98;0,83;0,76;0,01;0,00;0,58;0,99;CALI
74727,00;1064,70;404,49;237,45;1,70;0,81;75848,00;308,46;0,77;0,99;0,83;0,76;0,01;0,00;0,58;0,99;CALI
74734,00;1045,29;410,54;233,94;1,75;0,82;75497,00;308,47;0,75;0,99;0,86;0,75;0,01;0,00;0,56;0,99;CALI
74759,00;1058,71;405,85;238,56;1,70;0,81;76604,00;308,52;0,75;0,98;0,84;0,76;0,01;0,00;0,58;0,98;CALI
74783,00;1047,58;395,09;244,42;1,62;0,79;76817,00;308,57;0,79;0,97;0,86;0,78;0,01;0,00;0,61;0,99;CALI
74788,00;1058,36;415,33;230,73;1,80;0,83;75500,00;308,58;0,74;0,99;0,84;0,74;0,01;0,00;0,55;0,99;CALI
74795,00;1034,08;393,36;243,12;1,62;0,79;75468,00;308,60;0,80;0,99;0,88;0,78;0,01;0,00;0,62;1,00;CALI
74797,00;1041,36;403,88;238,59;1,69;0,81;75662,00;308,60;0,78;0,99;0,87;0,76;0,01;0,00;0,58;0,99;CALI
74810,00;1036,91;400,00;239,33;1,67;0,80;75543,00;308,63;0,80;0,99;0,87;0,77;0,01;0,00;0,60;1,00;CALI
74839,00;1057,54;420,34;229,44;1,83;0,84;75921,00;308,69;0,75;0,99;0,84;0,73;0,01;0,00;0,54;0,99;CALI
74846,00;1024,35;390,65;244,34;1,60;0,78;75491,00;308,70;0,80;0,99;0,90;0,79;0,01;0,00;0,62;1,00;CALI
74848,00;1076,31;418,46;230,82;1,81;0,83;76416,00;308,71;0,69;0,98;0,81;0,74;0,01;0,00;0,54;0,99;CALI
74870,00;1046,75;406,53;236,13;1,72;0,81;75593,00;308,75;0,73;0,99;0,86;0,76;0,01;0,00;0,58;0,99;CALI
74876,00;1076,91;425,83;225,97;1,88;0,85;75676,00;308,76;0,81;0,99;0,81;0,73;0,01;0,00;0,53;0,99;CALI
74893,00;1083,65;428,73;224,48;1,91;0,85;75725,00;308,80;0,78;0,99;0,80;0,72;0,01;0,00;0,52;0,99;CALI
74919,00;1054,07;399,60;240,24;1,66;0,80;75690,00;308,85;0,74;0,99;0,85;0,77;0,01;0,00;0,60;0,99;CALI
74929,00;1062,43;423,20;227,18;1,86;0,84;75651,00;308,87;0,68;0,99;0,83;0,73;0,01;0,00;0,53;0,99;CALI
74942,00;1071,18;422,57;229,41;1,84;0,84;76989,00;308,90;0,80;0,97;0,82;0,73;0,01;0,00;0,53;0,98;CALI
74942,00;1056,79;413,20;234,25;1,76;0,82;76553,00;308,90;0,78;0,98;0,84;0,75;0,01;0,00;0,56;0,99;CALI
74943,00;1066,92;417,26;230,49;1,81;0,83;76013,00;308,90;0,79;0,99;0,83;0,74;0,01;0,00;0,55;0,99;CALI
74966,00;1101,78;423,37;229,03;1,85;0,84;76897,00;308,95;0,72;0,97;0,78;0,73;0,01;0,00;0,53;0,98;CALI
74967,00;1059,75;414,63;232,19;1,79;0,83;75687,00;308,95;0,63;0,99;0,84;0,75;0,01;0,00;0,56;0,99;CALI
74978,00;1074,98;419,50;231,75;1,81;0,83;76785,00;308,97;0,79;0,98;0,82;0,74;0,01;0,00;0,54;0,98;CALI
75002,00;1040,43;399,38;240,82;1,66;0,80;75945,00;309,02;0,78;0,99;0,87;0,77;0,01;0,00;0,60;0,99;CALI
75005,00;1060,91;418,23;230,90;1,81;0,83;76087,00;309,03;0,76;0,99;0,84;0,74;0,01;0,00;0,55;0,99;CALI
75016,00;1044,31;407,40;237,00;1,72;0,81;76320,00;309,05;0,81;0,98;0,86;0,76;0,01;0,00;0,58;0,99;CALI
75018,00;1041,31;406,30;236,47;1,72;0,81;75888,00;309,06;0,79;0,99;0,87;0,76;0,01;0,00;0,58;0,99;CALI
75025,00;1071,29;406,27;238,54;1,70;0,81;76620,00;309,07;0,71;0,98;0,82;0,76;0,01;0,00;0,58;0,99;CALI
75037,00;1057,66;414,50;231,69;1,79;0,83;75812,00;309,10;0,76;0,99;0,84;0,75;0,01;0,00;0,56;0,99;CALI
75065,00;1060,52;412,12;234,39;1,76;0,82;75760,00;309,15;0,77;0,99;0,84;0,75;0,01;0,00;0,56;0,99;CALI
75074,00;1042,76;400,96;239,85;1,67;0,80;75864,00;309,17;0,77;0,99;0,87;0,77;0,01;0,00;0,59;0,99;CALI
75080,00;1040,66;397,53;243,27;1,63;0,79;76187,00;309,18;0,79;0,99;0,87;0,78;0,01;0,00;0,60;0,99;CALI
75101,00;1065,12;416,26;232,54;1,79;0,83;76439,00;309,23;0,81;0,98;0,83;0,74;0,01;0,00;0,55;0,99;CALI
75105,00;1036,86;403,79;238,28;1,69;0,81;76074,00;309,24;0,75;0,99;0,88;0,77;0,01;0,00;0,59;0,99;CALI
75110,00;1074,35;424,11;228,40;1,86;0,84;76851,00;309,25;0,77;0,98;0,82;0,73;0,01;0,00;0,53;0,99;CALI
75126,00;1080,13;421,57;232,73;1,81;0,83;77577,00;309,28;0,80;0,97;0,81;0,73;0,01;0,00;0,54;0,97;CALI
75178,00;1035,21;394,63;244,08;1,62;0,79;76023,00;309,39;0,79;0,99;0,88;0,78;0,01;0,00;0,61;0,99;CALI
75186,00;1059,92;409,80;236,99;1,73;0,82;76389,00;309,40;0,80;0,98;0,84;0,76;0,01;0,00;0,57;0,99;CALI
75197,00;1069,44;417,86;230,93;1,81;0,83;76303,00;309,42;0,75;0,99;0,83;0,74;0,01;0,00;0,55;0,99;CALI
75211,00;1051,33;412,37;234,57;1,76;0,82;76192,00;309,45;0,75;0,99;0,86;0,75;0,01;0,00;0,56;0,99;CALI
75228,00;1069,11;412,70;235,90;1,75;0,82;77009,00;309,49;0,77;0,98;0,83;0,75;0,01;0,00;0,56;0,98;CALI
75247,00;1045,40;401,26;240,55;1,67;0,80;76118,00;309,53;0,76;0,99;0,87;0,77;0,01;0,00;0,60;0,99;CALI
75249,00;1044,49;397,98;241,83;1,65;0,79;75936,00;309,53;0,80;0,99;0,87;0,78;0,01;0,00;0,60;1,00;CALI
75259,00;1048,90;417,11;230,94;1,81;0,83;75848,00;309,55;0,79;0,99;0,86;0,74;0,01;0,00;0,55;0,99;CALI
75264,00;1045,21;404,77;240,56;1,68;0,80;77076,00;309,56;0,77;0,98;0,87;0,76;0,01;0,00;0,58;0,98;CALI
75266,00;1048,88;401,63;240,32;1,67;0,80;76209,00;309,57;0,76;0,99;0,86;0,77;0,01;0,00;0,59;0,99;CALI
75280,00;1068,44;414,01;234,85;1,76;0,82;76272,00;309,60;0,80;0,99;0,83;0,75;0,01;0,00;0,56;0,99;CALI
75281,00;1046,68;411,60;234,55;1,75;0,82;76360,00;309,60;0,80;0,99;0,86;0,75;0,01;0,00;0,57;0,99;CALI
75282,00;1052,66;400,16;241,66;1,66;0,80;76676,00;309,60;0,75;0,98;0,85;0,77;0,01;0,00;0,60;0,99;CALI
75291,00;1077,80;420,58;230,78;1,82;0,84;76797,00;309,62;0,80;0,98;0,81;0,74;0,01;0,00;0,54;0,99;CALI
75297,00;1042,47;401,41;240,36;1,67;0,80;76241,00;309,63;0,72;0,99;0,87;0,77;0,01;0,00;0,59;0,99;CALI
75312,00;1054,80;405,33;239,73;1,69;0,81;77102,00;309,66;0,77;0,98;0,85;0,76;0,01;0,00;0,58;0,99;CALI
75317,00;1056,21;403,02;242,10;1,66;0,80;76943,00;309,67;0,78;0,98;0,85;0,77;0,01;0,00;0,59;0,98;CALI
75335,00;1045,76;408,41;237,04;1,72;0,81;76206,00;309,71;0,80;0,99;0,87;0,76;0,01;0,00;0,58;0,99;CALI
75346,00;1071,70;420,32;232,40;1,81;0,83;77342,00;309,73;0,79;0,97;0,82;0,74;0,01;0,00;0,54;0,98;CALI
75359,00;1046,44;395,44;245,07;1,61;0,78;76422,00;309,76;0,73;0,99;0,86;0,78;0,01;0,00;0,61;0,99;CALI
75375,00;1069,91;423,71;228,63;1,85;0,84;76234,00;309,79;0,79;0,99;0,83;0,73;0,01;0,00;0,53;0,99;CALI
75381,00;1063,53;411,67;235,35;1,75;0,82;76665,00;309,80;0,77;0,98;0,84;0,75;0,01;0,00;0,57;0,99;CALI
75389,00;1081,44;423,12;231,36;1,83;0,84;77225,00;309,82;0,76;0,98;0,81;0,73;0,01;0,00;0,54;0,98;CALI
75410,00;1045,85;410,13;235,95;1,74;0,82;76328,00;309,86;0,76;0,99;0,87;0,76;0,01;0,00;0,57;0,99;CALI
75482,00;1058,09;416,94;233,57;1,79;0,83;76513,00;310,01;0,76;0,99;0,85;0,74;0,01;0,00;0,55;0,99;CALI
75489,00;1049,91;404,66;239,28;1,69;0,81;76318,00;310,03;0,73;0,99;0,86;0,77;0,01;0,00;0,59;0,99;CALI
75507,00;1063,46;414,65;233,92;1,77;0,83;76890,00;310,06;0,70;0,98;0,84;0,75;0,01;0,00;0,56;0,99;CALI
75510,00;1068,73;415,25;232,60;1,79;0,83;76172,00;310,07;0,71;0,99;0,83;0,75;0,01;0,00;0,56;1,00;CALI
75515,00;1043,18;403,92;239,47;1,69;0,81;76287,00;310,08;0,71;0,99;0,87;0,77;0,01;0,00;0,59;0,99;CALI
75531,00;1065,32;400,64;242,10;1,65;0,80;76813,00;310,11;0,80;0,98;0,84;0,77;0,01;0,00;0,60;0,99;CALI
75554,00;1074,62;416,14;234,05;1,78;0,83;76844,00;310,16;0,76;0,98;0,82;0,75;0,01;0,00;0,56;0,99;CALI
75606,00;1066,56;412,47;234,25;1,76;0,82;76371,00;310,27;0,80;0,99;0,84;0,75;0,01;0,00;0,57;1,00;CALI
75608,00;1063,25;419,54;232,39;1,81;0,83;76934,00;310,27;0,75;0,98;0,84;0,74;0,01;0,00;0,55;0,99;CALI
75614,00;1086,05;430,48;224,20;1,92;0,85;76304,00;310,28;0,71;0,99;0,81;0,72;0,01;0,00;0,52;1,00;CALI
75622,00;1056,96;418,39;230,78;1,81;0,83;76182,00;310,30;0,71;0,99;0,85;0,74;0,01;0,00;0,55;1,00;CALI
75650,00;1074,37;419,98;231,82;1,81;0,83;76498,00;310,36;0,79;0,99;0,82;0,74;0,01;0,00;0,55;0,99;CALI
75667,00;1043,90;408,84;238,43;1,71;0,81;77183,00;310,39;0,78;0,98;0,87;0,76;0,01;0,00;0,58;0,99;CALI
75674,00;1065,91;415,56;234,59;1,77;0,83;77018,00;310,40;0,80;0,98;0,84;0,75;0,01;0,00;0,56;0,99;CALI
75698,00;1060,11;414,12;235,81;1,76;0,82;77042,00;310,45;0,76;0,98;0,85;0,75;0,01;0,00;0,56;0,99;CALI
75698,00;1058,91;415,31;233,41;1,78;0,83;76255,00;310,45;0,77;0,99;0,85;0,75;0,01;0,00;0,56;0,99;CALI
75706,00;1054,59;408,60;237,62;1,72;0,81;76512,00;310,47;0,81;0,99;0,86;0,76;0,01;0,00;0,58;0,99;CALI
75720,00;1046,46;406,82;238,38;1,71;0,81;76733,00;310,50;0,77;0,99;0,87;0,76;0,01;0,00;0,58;0,99;CALI
75721,00;1037,68;407,02;238,27;1,71;0,81;76337,00;310,50;0,73;0,99;0,88;0,76;0,01;0,00;0,58;0,99;CALI
